001,003,005,020,040,090,092,100,245,264,300,520,590,920,923,LDR
\\,\\,\\,\\$a3598776950,\\$aMePoLT $cMePoLT $erda,\4$aBR 1720 .S36 2001,\4$a949.501072,"1\$aSchmitt, Tassilo.","10$aDie Bekehrung des Synesios von Kyrene : Politik und Philosophie, Hof und Provinz als Handlungsr©Þume eines Aristokraten bis zu seiner Wahl zum Metropoliten von Ptolemais.","\1$aM©ơnchen  $b Saur, 2001.",\\$a832  p.,"\\$aDie Bekehrung des Synesios von Kyrene : Politik und Philosophie, Hof und Provinz als Handlungsr©Þume eines Aristokraten bis zu seiner Wahl zum Metropoliten von Ptolemais by Tassilo Schmitt (2001)",,,\\$aYour library,00745     2200181 i 4500
\\,\\,\\,\\$a2701800900,\\$aMePoLT $cMePoLT $erda,\4$aBR 195 .B1 1995,\4$a937/.6,"1\$aDuval, No©±l.",10$aOrbis romanus christianusque ab Diocletiani aetate usque ad Heraclium : travaux sur l'antiquit©♭ tardive rassembl©♭s autour des recherches de No©±l Duval.,"\1$aParis  $b De Boccard, 1995.",\\$axli; 322  p.,\\$aOrbis romanus christianusque ab Diocletiani aetate usque ad Heraclium : travaux sur l'antiquit©♭ tardive rassembl©♭s autour des recherches de No©±l Duval by No©±l Duval (1995),,,\\$aYour library,00707     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aBR 195 .F6 1993,\4$a949.5,"1\$aFowden, Garth.",10$aEmpire to Commonwealth: Consequences of Monotheism in Late Antiquity.,,,\\$aEmpire to Commonwealth: Consequences of Monotheism in Late Antiquity by Garth Fowden (1984),,,\\$aYour library,00439     2200145 i 4500
\\,\\,\\,\\$a0674994507,\\$aMePoLT $cMePoLT $erda,\4$aLOEB-PA 3965 .D3 1933 v.11,\4$a930,1\$aDiodorus Siculus.,"10$aDiodorus Siculus: Library of History, Volume XI, Books 21-32 (Loeb Classical Library No. 409).","\1$bLoeb Classical Library, $c1957.",\\$a463  p.,"\\$aDiodorus Siculus: Library of History, Volume XI, Books 21-32 (Loeb Classical Library No. 409) by Diodorus Siculus (1957)",,\\$aLoeb,\\$aYour library,00624     2200193 i 4500
\\,\\,\\,\\$a3519076764,\\$aMePoLT $cMePoLT $erda,\4$aBR 65 .T7 W45 1999,\4$a230.13,"1\$aWellstein, Matthias.",10$aNova verba in Tertullians Schriften gegen die Haretiker aus montanistischer Zeit (Beitrage zur Altertumskunde) (German Edition).,"\1$bB.G. Teubner, $c1999.",\\$a351  p.,\\$aNova verba in Tertullians Schriften gegen die Haretiker aus montanistischer Zeit (Beitrage zur Altertumskunde) (German Edition) by Matthias Wellstein (1999),,,\\$aYour library,00661     2200181 i 4500
\\,\\,\\,\\$a0521460832,\\$aMePoLT $cMePoLT $erda,\4$aBR 67 .C25 2004,\4$a270.1,"1\$aYoung, Frances M.",10$aThe Cambridge history of early Christian literature.,"\1$aCambridge, U.K. ; New York  $b Cambridge University Press, 2004.",\\$axxv; 538  p.,\\$aThe Cambridge history of early Christian literature by Frances M. Young (2004),,,\\$aYour library,00548     2200181 i 4500
\\,\\,\\,\\$a8817167185,\\$aMePoLT $cMePoLT $erda,\4$aBR 160.3 .C4416 2002,\4$a230.13,1\$aCelsus.,10$aIl discorso della verita contro i cristiani *Contro i cristiani.,,,\\$aIl discorso della verita contro i cristiani *Contro i cristiani by Celsus (2002),,,\\$aYour library,00449     2200157 i 4500
\\,\\,\\,\\$a0521812399,\\$aMePoLT $cMePoLT $erda,\4$aBR 165 .O66 2006,\4$a270.1,"1\$aMitchell, Margaret Mary.",10$aOrigins to Constantine.,"\1$aCambridge ; New York  $b Cambridge University Press, 2006.",\\$axlv; 740  p.,\\$aOrigins to Constantine by Margaret Mary Mitchell (2006),,,\\$aYour library,00498     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aBS 1430.4 .K 1975,,"1\$aKramer, B.",10$aPsalmenhomilie aus dem Tura-Fund.,,,\\$aPsalmenhomilie aus dem Tura-Fund by B. Kramer (?),,,\\$aYour library,00337     2200133 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aBS 1475.3 .D60 1965,,1\$aDidymus Caecus.,10$aKommentar zum Ecclesiastes: Lage 22 und 23 des Tura-Papyrus.,,,\\$aKommentar zum Ecclesiastes: Lage 22 und 23 des Tura-Papyrus by Didymus Caecus (?),,,\\$aYour library,00403     2200133 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aBS 41 .S9 1909,\4$a221.48,,00$aThe Old Testament in Greek according to the Septuagint (3 volumes).,"\1$aCambridge $b Cambridge University Press, 1912.",,\\$aThe Old Testament in Greek according to the Septuagint (3 volumes) (1912),,\\$a3 vols,\\$aYour library,00473     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aBS 715 1841,,"1\$aPhilippson, Ludwig.","10$aDie israelitische Bibel : enthaltend: den heiligen Urtext, die deutsche Uebertragung, die allgemeine, ausf©ơhrliche Erl©Þuterung mit mmehr als 500 englischen Holzschnitten (taf. 1.1-3.3).",,,"\\$aDie israelitische Bibel : enthaltend: den heiligen Urtext, die deutsche Uebertragung, die allgemeine, ausf©ơhrliche Erl©Þuterung mit mmehr als 500 englischen Holzschnitten by Ludwig Philippson (1844)",,\\$amissing,\\$aYour library,00668     2200145 i 4500
\\,\\,\\,\\$a3438053039,\\$aMePoLT $cMePoLT $erda,\4$aBS 75 1994,\4$a220.47,"1\$aFischer, Bonifatius.",10$aBiblia sacra : iuxta Vulgatam versionem.,"\1$aStuttgart  $b Deutsche Bibelgesellschaft, 1994.",\\$axliii; 1980  p.,\\$aBiblia sacra : iuxta Vulgatam versionem by Bonifatius Fischer (1994),,,\\$aYour library,00511     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aBS 41 .R12 1982,\4$a225,"1\$aRahlfs, Alfred.",10$aSeptuaginta: Prolegomena; leges et historia; Libri poetici et pophetici (2 volumes).,,,\\$aSeptuaginta: Prolegomena; leges et historia; Libri poetici et pophetici (2 volumes) by Alfred Rahlfs (?),,\\$a2 vols,\\$aYour library,00489     2200157 i 4500
\\,\\,\\,\\$a0199572070,\\$aMePoLT $cMePoLT $erda,\4$aPA 4271 .P35 2011,\4$a808,1\$aPhilodemus.,"10$aPhilodemus: On Poems, Books 3-4.","\1$aOxford $b Oxford University Press, 2011",\\$a600  p.,"\\$aPhilodemus: On Poems, Books 3-4 by Philodemus (2011)",,,\\$aYour library,00466     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 3825 .A2 1884,\4$a882.01,1\$aAeschylus.,10$aAeschylus Tragoediae.,,,\\$aAeschylus Tragoediae by Aeschylus (1884),,,\\$aYour library,00338     2200145 i 4500
\\,\\,\\,\\$a0300084935,\\$aMePoLT $cMePoLT $erda,\4$aDF 214 .M3 1996,\4$a938,"1\$aMartin, Thomas R.",10$aAncient Greece: From Prehistoric to Hellenistic Times (Yale Nota Bene).,"\1$aYale University Press (2000), Edition $b Updated, Paperback, 254 pages, $c2000.",\\$a254  p.,\\$aAncient Greece: From Prehistoric to Hellenistic Times (Yale Nota Bene) by Thomas R. Martin (2000),,,\\$aYour library,00593     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aJX 2001 .B47 1975 v.3,,"1\$aSchmitt, Hatto H.",10$aStaatsvertr©Þge des Altertums: Die Vertr©Þge der griechisch-r©œmischen Welt von 338 bis 200 v. Chr..,"\1$bC. H. Beck, $c1969.",,"\\$aDie Vertr©Þge der griechisch-r©œmischen Welt von 338 bis 200 v. Chr. (Die Staatsvertr©Þge des Altertums, Dritter Band) by Hatto H. Schmitt (1969)",,,\\$aYour library,00546     2200145 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aJX 2001 .B47 1975 v.2,,"1\$aBengtson, Hermann.",10$aDie Staatsvertr©Þge des Altertums: Die Vertr©Þge der griechisch-r©œmischen Welt von 700 bis 338 v. Chr..,"\1$bC. H. Beck, $c1962.",,"\\$aDie Vertr©Þge der griechisch-r©œmischen Welt von 700 bis 338 v. Chr. (Die Staatsvertr©Þge des Altertums. Im Auftrage der Kommission f©ơr Alte Geschichte und Epigraphik, Zweiter Band.) by Hermann Bengtson (1962)",,,\\$aYour library,00616     2200145 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6644 .A2 R57 1976,,"1\$aPropertius, Sextus.",10$aPropertius: Elegies I-IV.,"\1$aNorman $b University of Oklahoma Press, 1976.",,\\$aPropertius: Elegies I-IV by Sextus Propertius (1976),,,\\$aYour library,00405     2200145 i 4500
\\,\\,\\,\\$a0308600495,\\$aMePoLT $cMePoLT $erda,\4$aDF 222 .B96 1960,\4$a938.02,"1\$aBurn, Andrew Robert.",10$aThe Lyric Age of Greece..,"\1$bFunk & Wagnalls Co, $c1968.",,\\$aThe Lyric Age of Greece. by Andrew Robert. Burn (1968),,,\\$aYour library,00436     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aDF 222 .D28 1962,\4$a938,"1\$aSelincourt, Aubrey de.",10$aThe World of Herodotus.,"\1$aLittle, Brown and Company (1962), Edition $b Stated First American Edition, Hardcover, $c1962.",,\\$aThe World of Herodotus by Aubrey de Selincourt (1962),,,\\$aYour library,00471     2200157 i 4500
\\,\\,\\,\\$a0890053006,\\$aMePoLT $cMePoLT $erda,\4$aDF 222 .M3 D8 1948,\4$a913.3,"1\$aDunbabin, T. J.",10$aThe Western Greeks: The History of Sicily and South Italy from the Foundation of the Greek Colonies to 480 B.C..,"\1$bAres Publishers, Inc., $c1979.",\\$a504  p.,\\$aThe Western Greeks: The History of Sicily and South Italy from the Foundation of the Greek Colonies to 480 B.C. by T. J. Dunbabin (1948),,,\\$aYour library,00628     2200181 i 4500
\\,\\,\\,\\$a2870192681,\\$aMePoLT $cMePoLT $erda,\4$aDF 224 .S7 L46 1996,\4$a806,"1\$aL'Homme-Wery, L. M.",10$aLa perspective eleusinienne dans la politique de Solon (Bibliotheque de la Faculte de philosophie et lettres de l'Universite de Liege) (French Edition).,"\1$bDroz, $c1996.",\\$a19  p.,\\$aLa perspective eleusinienne dans la politique de Solon (Bibliotheque de la Faculte de philosophie et lettres de l'Universite de Liege) (French Edition) by L. M L'Homme-Wery (1996),,,\\$aYour library,00696     2200181 i 4500
\\,\\,\\,\\$a8788073521,\\$aMePoLT $cMePoLT $erda,\4$aJC 79 .A8 H3 1983,\4$a900,"1\$aHansen, Mogens Herman.","10$aThe Athenian Ecclesia: A Collection of Articles, 1976-1983 (Opuscula Graecolatina, Volume 26) (v. 1).","\1$bMuseum Tusculanum Press, $c1983.",\\$a245  p.,"\\$aThe Athenian Ecclesia: A Collection of Articles, 1976-1983 (Opuscula Graecolatina, Volume 26) (v. 1) by Mogens Herman Hansen (1983)",,,\\$aYour library,00618     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6644 .A3 P46 1884,\4$a874.01,"1\$aPropertius, Sextus.",10$aSelect Elegies of Propertius.,"\1$aLondon $b Macmillan, 1895.",,\\$aSelect Elegies of Propertius by Sextus Propertius (1895),,,\\$aYour library,00417     2200157 i 4500
\\,\\,\\,\\$a0801844312,\\$aMePoLT $cMePoLT $erda,\4$aDF 227 .B3 1992,\4$a938.04,"1\$aBadian, E.",10$aFrom Plataea to Potidaea: Studies in the History and Historiography of the Pentecontaetia.,"\1$bThe Johns Hopkins University Press, $c1993.",\\$a280  p.,\\$aFrom Plataea to Potidaea: Studies in the History and Historiography of the Pentecontaetia by E. Badian (1993),,,\\$aYour library,00585     2200181 i 4500
\\,\\,\\,\\$a0801842964,\\$aMePoLT $cMePoLT $erda,\4$aDF 227 .F54 1991,\4$a938.04,"1\$aFigueira, Professor Thomas.",10$aAthens and Aigina in the Age of Imperial Colonization.,"\1$bThe Johns Hopkins University Press, $c1991.",\\$a288  p.,\\$aAthens and Aigina in the Age of Imperial Colonization by Professor Thomas Figueira (1991),,,\\$aYour library,00547     2200181 i 4500
\\,\\,\\,\\$a9050630014,\\$aMePoLT $cMePoLT $erda,\4$aJC 88 .V361 1987,\4$a306.20937,"1\$aVanderbroeck, Paul J.",10$aPopular Leadership and Collective Behavior in the Late Roman Republic (Dutch Monographs on Ancient History and Archaeology Vol III).,"\1$bJ C Gieben, $c1987.",\\$a281  p.,\\$aPopular Leadership and Collective Behavior in the Late Roman Republic (Dutch Monographs on Ancient History and Archaeology Vol III) by Paul J. Vanderbroeck (1987),,,\\$aYour library,00671     2200181 i 4500
\\,\\,\\,\\$a0415065577,\\$aMePoLT $cMePoLT $erda,\4$aDF 227 .H67 1983,\4$a938,"1\$aHornblower, Simon.",10$aThe Greek World 479-323BC.,"\1$aRoutledge (1983), Edition $b New edition, Paperback, 368 pages, $c1983.",\\$a368  p.,\\$aThe Greek World 479-323BC by Simon Hornblower (1983),,,\\$aYour library,00497     2200181 i 4500
\\,\\,\\,\\$a3519010135,\\$aMePoLT $cMePoLT $erda,\4$aPA 3825 .A2 1990,\4$a882.01,1\$aAeschylus.,10$aAeschyli Tragoediae cum incerti poetae Prometheo.,,\\$a508  p.,\\$aAeschyli Tragoediae cum incerti poetae Prometheo by Aeschylus (1990),,,\\$aYour library,00445     2200169 i 4500
\\,\\,\\,\\$a0198760639,\\$aMePoLT $cMePoLT $erda,\4$aJC 85 .L3 N5 1962,\4$a937,"1\$aNicholas, Barry.",10$aAn Introduction to Roman Law (Clarendon Law Series).,"\1$bOxford University Press, $c1976.",\\$a320  p.,\\$aAn Introduction to Roman Law (Clarendon Law Series) by Barry Nicholas (1976),,,\\$aYour library,00508     2200181 i 4500
\\,\\,\\,\\$a1597405523,\\$aMePoLT $cMePoLT $erda,\4$aJC 85 .S4 W82 1971,\4$a328.3,"1\$aWiseman, Timothy P.","10$aNew Men in the Roman Senate, 139 B.C.-A.D. 14.","\1$bACLS Humanities E-Book, $c2008.",\\$a338  p.,"\\$aNew Men in the Roman Senate, 139 B.C.-A.D. 14 by Timothy P. Wiseman (2008)",,,\\$aYour library,00505     2200181 i 4500
\\,\\,\\,\\$a0155027557,\\$aMePoLT $cMePoLT $erda,\4$aDS 62.2 .H3,\4$a913.33903,"1\$aHallo, William W.",10$aThe Ancient Near East: A History.,"\1$bHoughton Mifflin Harcourt P, $c1971.",\\$a319  p.,\\$aThe Ancient Near East: A History by William W. Hallo (1971),,,\\$aYour library,00477     2200181 i 4500
\\,\\,\\,\\$a1112459308,\\$aMePoLT $cMePoLT $erda,\4$aJC 85 .L3 L4 1948,\4$a349.374,"1\$aLeage, R. W. (Richard William).",10$aRoman Private Law: Founded on the &#039;Institutes&#039; of Gaius and Justinian [1909 ].,"\1$bCornell University Library, $c2009.",\\$a458  p.,\\$aRoman Private Law: Founded on the &#039;Institutes&#039; of Gaius and Justinian [1909 ] by R. W. (Richard William) Leage (2009),,,\\$aYour library,00617     2200181 i 4500
\\,\\,\\,\\$a3519076489,\\$aMePoLT $cMePoLT $erda,\4$aDF 229.37 .B68 1998,\4$a938.05,"1\$aBleckmann, Bruno.",10$aAthens Weg in die Niederlage: Die letzten Jahre des Peloponnesischen Kriegs (Beitrage zur Altertumskunde) (German Edition).,"\1$bTeubner, $c1998.",\\$a675  p.,\\$aAthens Weg in die Niederlage: Die letzten Jahre des Peloponnesischen Kriegs (Beitrage zur Altertumskunde) (German Edition) by Bruno Bleckmann (1998),,,\\$aYour library,00641     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aJC 85 .L3 B79 1939,\4$a340.54,"1\$aBuckland, W. W.","10$aA manual of Roman private law,.","\1$aUniversity Press (1953), Edition $b 2nd, Hardcover, 434 pages, $c1953.",,"\\$aA manual of Roman private law, by W. W Buckland (1953)",,,\\$aYour library,00454     2200157 i 4500
\\,\\,\\,\\$a0801495563,\\$aMePoLT $cMePoLT $erda,\4$aDF 229.37 .K31 1969,\4$a938.05,"1\$aKagan, Donald.",10$aThe Outbreak of the Peloponnesian War (Cornell paperbacks).,"\1$bCornell University Press, $c2006.",\\$a208  p.,\\$aThe Outbreak of the Peloponnesian War (Cornell paperbacks) by Donald Kagan (1969),,,\\$aYour library,00524     2200181 i 4500
\\,\\,\\,\\$a0472060880,\\$aMePoLT $cMePoLT $erda,\4$aJC 83 .A22 1959,\4$a342.3703,"1\$aAdcock, Sir Frank Ezra.",10$aRoman Political Ideas and Practice.,"\1$bUniversity of Michigan Press, $c1959.",\\$a128  p.,\\$aRoman Political Ideas and Practice by Sir Frank Ezra Adcock (1959),,,\\$aYour library,00496     2200181 i 4500
\\,\\,\\,\\$a9780801499845,\\$aMePoLT $cMePoLT $erda,\4$aDF 229.37 .K34 1987,\4$a938,"1\$aKagan, Donald.",10$aThe Fall of the Athenian Empire.,"\1$bCornell University Press, $c1991.",\\$a455  p.,\\$aThe Fall of the Athenian Empire by Donald Kagan (1987),,,\\$aYour library,00470     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aDS 62.25 .M53 1993,\4$a939.4,"1\$aMillar, Fergus.",10$aTHE ROMAN NEAR EAST 31 BC---AD 337.,"\1$bHarvard University, $c1993.",,\\$aTHE ROMAN NEAR EAST 31 BC---AD 337 by Fergus Millar (1993),,,\\$aYour library,00419     2200157 i 4500
\\,\\,\\,\\$a0941690970,\\$aMePoLT $cMePoLT $erda,\4$aDF 233 .B67 1999,\4$a938,"1\$aBorza, Eugene N.",10$aBefore Alexander: Constructing Early Macedonia.,"\1$bRegina Books, $c1999.",,\\$aBefore Alexander: Constructing Early Macedonia by Eugene N. Borza (1999),,,\\$aYour library,00463     2200169 i 4500
\\,\\,\\,\\$a0500400288,\\$aMePoLT $cMePoLT $erda,\4$aDF 233 .E41 1976,\4$a938.1,"1\$aEllis, John Richard.",10$aPhilip II and Macedonian Imperialism (Aspects of Greek & Roman Life).,"\1$bThames & Hudson Ltd, $c1976.",\\$a312  p.,\\$aPhilip II and Macedonian Imperialism (Aspects of Greek & Roman Life) by John Richard Ellis (1976),,,\\$aYour library,00547     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aDF 234 .A1 P36 1960,\4$a938.07,"1\$aPearson, Lionel.",10$aThe lost histories of Alexander the Great.,"\1$bAmer. Philological Assn., $c1960.",,\\$aThe lost histories of Alexander the Great by Lionel Pearson (1960),,,\\$aYour library,00443     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 3825 .A6 1966 v.1,\4$a882.1,1\$aAeschylus.,"10$aThe Oresteia of Aeschylus, v.1.",,,"\\$aThe Oresteia of Aeschylus, v.1 by Aeschylus (1966)",,\\$a2 vols,\\$aYour library,00384     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aDF 234 .A1 R69 1953,,"1\$aRobinson, Charles Alexander Jr.",10$aThe History of Alexander the Great. (Two volumes).,"\1$bBrown University, $c1953.",,\\$aThe History of Alexander the Great. (Two volumes) by Charles Alexander Jr. Robinson (1953),,\\$a2 vols,\\$aYour library,00482     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6648 .P66 R52 1993,\4$a272.1,"1\$aRoberts, Michael.",10$aPoetry and the Cult of the Martyrs: The Liber Peristephanon of Prudentius.,"\1$aAnn Arbor $b University of Michigan Press, 1993.",,\\$aPoetry and the Cult of the Martyrs: The Liber Peristephanon of Prudentius by Michael Roberts (1993),,,\\$aYour library,00525     2200157 i 4500
\\,\\,\\,\\$a0199261083,\\$aMePoLT $cMePoLT $erda,\4$aJC 88 .L588 1999,\4$a937,"1\$aLintott, Andrew.",10$aThe Constitution of the Roman Republic.,,\\$a312  p.,\\$aThe Constitution of the Roman Republic by Andrew Lintott,,,\\$aYour library,00426     2200169 i 4500
\\,\\,\\,\\$a1930053282,\\$aMePoLT $cMePoLT $erda,\4$aDF 234 .C724 2004,\4$a938.07,"1\$aHeckel, Waldemar.",10$aCrossroads of History: The Age of Alexander.,"\1$bRegina Books, $c2003.",\\$a226  p.,\\$aCrossroads of History: The Age of Alexander by Waldemar Heckel (2003),,,\\$aYour library,00486     2200181 i 4500
\\,\\,\\,\\$a0801499402,\\$aMePoLT $cMePoLT $erda,\4$aDF 229.37 .K33 1981,\4$a938,"1\$aKagan, Donald.",10$aThe Peace of Nicias and the Sicilian Expedition (Cornell paperbacks).,"\1$bCornell University Press, $c1991.",\\$a248  p.,\\$aThe Peace of Nicias and the Sicilian Expedition (Cornell paperbacks) by Donald Kagan (1981),,,\\$aYour library,00541     2200181 i 4500
\\,\\,\\,\\$a014044811X,\\$aMePoLT $cMePoLT $erda,\4$aDF 229 .T5 J6 1972,\4$a938.05,"1\$aThucydides, Trans. Rex Warner.",10$aHistory of the Peloponnesian War (Penguin Classics).,"\1$bPenguin Books Ltd, $c2008.",\\$a688  p.,\\$aHistory of the Peloponnesian War (Penguin Classics) by Trans. Rex Warner Thucydides (2008),,,\\$aYour library,00534     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6648 .P8 1895,,1\$aPublilius Syrus.,10$aPublilii Syri: Sententiae.,"\1$aLondon $b C.J. Clay and Sons, 1895.",,\\$aPublilii Syri: Sententiae by Publilius Syrus (1895),,,\\$aYour library,00388     2200145 i 4500
\\,\\,\\,\\$a9780801833809,\\$aMePoLT $cMePoLT $erda,\4$aJC 79 .A8 J6,\4$a320.9385,"1\$aJones, A. H. M.",10$aAthenian Democracy.,,\\$a208  p.,\\$aAthenian Democracy by A. H. M. Jones (1957),,,\\$aYour library,00396     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6649 .A2 1970 V.1,\4$a875.01,1\$aQuintilian.,"10$aM. Fabi Quintiliani Institutionis Oratoriae: Tomus I, Books I-VI.","\1$aOxford $b Clarendon Press, 1970.",,"\\$aM. Fabi Quintiliani Institutionis Oratoriae: Tomus I, Books I-VI by Quintilian (1970)",,,\\$aYour library,00480     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 3825 .A8 1944,,1\$aAeschylus.,"10$aAeschylus' Agamemnon mit inleiding, critische noten, en commentaar.",,,"\\$aAeschylus' Agamemnon mit inleiding, critische noten, en commentaar by Aeschylus (1944)",,,\\$aYour library,00407     2200133 i 4500
\\,\\,\\,\\$a0198721366,\\$aMePoLT $cMePoLT $erda,\4$aJC 79 .A8 S74 1990,\4$a321.809385,"1\$aStockton, David.",10$aThe Classical Athenian Democracy.,"\1$bOxford University Press, USA, $c1990.",\\$a224  p.,\\$aThe Classical Athenian Democracy by David Stockton (1990),,,\\$aYour library,00483     2200181 i 4500
\\,\\,\\,\\$a0521423899,\\$aMePoLT $cMePoLT $erda,\4$aJC 79 .A8 S56 1988,\4$a320.9385,"1\$aSinclair, R. K.",10$aDemocracy and Participation in Athens.,"\1$bCambridge University Press, $c1991.",\\$a272  p.,\\$aDemocracy and Participation in Athens by R. K. Sinclair (1991),,,\\$aYour library,00488     2200181 i 4500
\\,\\,\\,\\$a9780813511276,\\$aMePoLT $cMePoLT $erda,\4$aJC 79 .A8 F53 1985,\4$a320.9385,"1\$aFinley, Moses I.",10$aDemocracy Ancient and Modern.,"\1$aRutgers University Press (1985), Edition $b 2, Paperback, 208 pages, $c1985.",\\$a208  p.,\\$aDemocracy Ancient and Modern by Moses I. Finley (1985),,,\\$aYour library,00515     2200181 i 4500
\\,\\,\\,\\$a0198141025,\\$aMePoLT $cMePoLT $erda,\4$aPA 3825 .A8 1957,\4$a882/.01,1\$aAeschylus.,10$aAgamemnon.,,\\$axxxix; 240  p.,\\$aAgamemnon by Aeschylus (1957),,,\\$aYour library,00375     2200169 i 4500
\\,\\,\\,\\$a0806128712,\\$aMePoLT $cMePoLT $erda,\4$aDT 60 .B57 1996,\4$a932.01,"1\$aBleiberg, Edward.",10$aThe Official Gift in Ancient Egypt.,"\1$bUniversity of Oklahoma Press, $c1996.",\\$a173  p.,\\$aThe Official Gift in Ancient Egypt by Edward Bleiberg (1996),,,\\$aYour library,00482     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aDF 234 .T19 1951 v.1,\4$a938.07,"1\$aTarn, W.W.",10$aAlexander the Great. I: Narrative.,"\1$bCambridge at the University Press, $c1951.",,\\$aAlexander the Great. I: Narrative by W.W. Tarn (1951),,,\\$aYour library,00426     2200157 i 4500
